"","id","original_title","title","original_language","overview","tagline","release_date","poster_path","popularity","vote_count","vote_average","budget","revenue","runtime","status","adult","backdrop_path","genre_names","collection","collection_name"
"1",760161,"Orphan: First Kill","Orphan: First Kill","en","After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.","There's always been something wrong with Esther.",2022-07-27,"/pHkKbIRoCe7zIFvqan9LFSaQAde.jpg",5088.584,902,6.9,0,9572765,99,"Released",FALSE,"/5GA3vV1aWWHTSDO5eno8V5zDo8r.jpg","Horror, Thriller",760193,"Orphan Collection"
"10",760104,"X","X","en","In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.","Dying to show you a good time.",2022-03-17,"/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg",543.67,1035,6.8,1e+07,14257609,106,"Released",FALSE,"/21ldFAokKVjwzi1SHXoPb5gc7md.jpg","Horror, Mystery, Thriller",950289,"X Collection"
"100",22894,"Legion","Legion","en","When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.","When the last angel falls, the fight for mankind begins.",2010-01-21,"/ykocDqwg5PRUopnBVb1x1DWnEJF.jpg",110.404,2190,5.8,2.6e+07,67918658,100,"Released",FALSE,"/jGyIsNQBQ17G92ZxuTErrMl6W1e.jpg","Action, Fantasy, Horror",NA,NA
"101",663712,"Terrifier 2","Terrifier 2","en","After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.","Who's laughing now?",2022-10-06,"/wRKHUqYGrp3PO91mZVQ18xlwYzW.jpg",109.994,1,8,0,0,138,"Released",FALSE,"/y5Z0WesTjvn59jP6yo459eUsbli.jpg","Horror, Thriller",727761,"Terrifier Collection"
"102",948,"Halloween","Halloween","en","Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.","The Night He Came Home!",1978-10-24,"/qVpCaBcnjRzGL3nOPHi6Suy0sB6.jpg",109.29,4421,7.6,325000,70274000,91,"Released",FALSE,"/aRka9neADW1M0Zf9lF8kW2jEgXe.jpg","Horror, Thriller",91361,"Halloween Collection"
"103",10585,"Child's Play","Child's Play","en","A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",NA,1988-11-09,"/7jrOhGtRh6YK7sMfvH1E1f36aVx.jpg",108.342,2335,6.6,9e+06,44196684,87,"Released",FALSE,"/fCsi39CuitAmLSUvUy1EWmKETNx.jpg","Horror",10455,"Child's Play Collection"
"104",139038,"A Haunted House","A Haunted House","en","Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years.","This $*%! ain't paranormal.",2013-01-11,"/skQt53YE2iyOftXj5afJkHmYxLW.jpg",108.186,1499,5.8,2500000,60141683,86,"Released",FALSE,"/akKBMXHEesqfuoYFt7LaRptFAO0.jpg","Comedy, Horror",251937,"A Haunted House Collection"
"105",442249,"The First Purge","The First Purge","en","To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.","A Nation Reborn",2018-07-04,"/litjsBoiydO6JlO70uOX4N3WnNL.jpg",108.11,3413,6,1.3e+07,137056262,97,"Released",FALSE,"/1hJbE72WiRuWH11QPNiHsvt29xA.jpg","Action, Horror, Thriller",256322,"The Purge Collection"
"106",346364,"It","It","en","In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.","Your fears are unleashed",2017-09-06,"/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg",106.786,16900,7.2,3.5e+07,701842551,135,"Released",FALSE,"/tcheoA2nPATCm2vvXw2hVQoaEFD.jpg","Fantasy, Horror",477962,"It Collection"
"107",998340,"Smile","Smile","en","Smile follows the story of Mr O'Shea, a psychotic, short tempered Middle aged man mourning the recent loss of his family. We follow him and see how he deals with an average day of his life as he has no patience and will do regrettable things without thinking twice about the consequences.",NA,2016-11-16,"/7tSavV62A1uXTiWb8VuOjRwcAij.jpg",106.579,0,0,0,0,15,"Released",FALSE,NA,"Horror",NA,NA
"108",280002,"The Remaining","The Remaining","en","When a group of close-knit friends assemble for the marriage of Skylar and Dan, they have no idea they will witness The Rapture and face a series of catastrophic events turning the celebration into a life-or-death struggle.","After the rapture, there are fates worse than death.",2014-08-25,"/sjw5d110lXV4tWgqKG1hGOphchT.jpg",106.016,285,5.7,0,1169603,88,"Released",FALSE,"/bLI7uIY9Y1vDkx1Bt6Crn2NJELL.jpg","Horror, Thriller",NA,NA
"109",591274,"Fear Street: 1978","Fear Street: 1978","en","In 1978, two rival groups at Camp Nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive.","Find the truth.",2021-07-08,"/5dNTxhoGDTHHGqUTdxcr4H1dqlU.jpg",105.156,1406,7.3,0,0,110,"Released",FALSE,"/ty07O9dxVktYaQD1SLdKS20mr79.jpg","Fantasy, Horror, Mystery",790370,"Fear Street Collection"
"11",836225,"The Exorcism of God","The Exorcism of God","en","An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.","God and the Devil cannot exist in the same body.",2022-03-11,"/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg",537.252,637,7.3,1500000,0,98,"Released",FALSE,"/b1L7qevxiVpkVFq4dmdQPGFPWH0.jpg","Horror",NA,NA
"110",760195,"Separation","Separation","en","A young girl finds solace in her artist father and the ghost of her dead mother.","It won't let go.",2021-04-30,"/lHbSC2Np17CRsRXIbaE0YY1Hora.jpg",104.611,161,5.8,0,0,107,"Released",FALSE,"/n9Z0uiorAvtZp0CmNRFlw78jw1E.jpg","Drama, Horror",NA,NA
"111",768447,"Motherly","Motherly","en","Kate and her daughter Beth live alone in an isolated farmhouse in the woods, but when Kate slowly begins to suspect that something sinister is happening, her motherly instincts are put to the test.",NA,2022-08-04,"/wmh1likQEetSLIUs5MAvfWjEayY.jpg",104.32,8,6,0,0,90,"Released",FALSE,"/ugZbX5lKx4L9ONEu0WTNbR96J0t.jpg","Horror, Thriller",NA,NA
"112",843906,"Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog","Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog","en","With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.","Ooga! Booga! Booga!",2021-09-14,"/uIdMpWrQ30SHPINsy7LcPFloyvO.jpg",103.618,318,8.1,0,0,72,"Released",FALSE,"/26LIw3oKGPUEGUpb8AXZ64dZZt8.jpg","Animation, Comedy, Family, Fantasy, Horror, Mystery",1031768,"Scooby-Doo! Collection"
"113",879497,"Smile","Smile","en","When a young woman struggles to smile, her depression becomes something truly monstrous.",NA,2022-08-17,"/eQiHo5Lyt6LY2iRldK4g4pm5Tnb.jpg",103.393,2,4,0,0,7,"Released",FALSE,"/reIjNkkkVFajpsr6EEVkJq6K8je.jpg","Horror",NA,NA
"114",72331,"Abraham Lincoln: Vampire Hunter","Abraham Lincoln: Vampire Hunter","en","President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.","Are you a patriot or a vampire?",2012-06-20,"/5dTZylzoBV9qsrub9vYLAZrNkX3.jpg",103,2855,5.7,6.9e+07,116471580,94,"Released",FALSE,"/yUrJTqCUKvfu0FWXm4xFJyZwGMG.jpg","Action, Fantasy, Horror",NA,NA
"115",913290,"Barbarian","Barbarian","en","In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has been mistakenly double-booked and a strange man is already staying there. Against her better judgement, she decides to stay the night anyway, but soon discovers that there is much more to be afraid of in the house than the other guest.","Some stay for a night. Some stay for a week. Some never leave.",2022-09-08,"/d0Lhdp9AX70vdvVfhnSraaWw06R.jpg",102.826,61,7.2,10500000,3e+07,103,"Released",FALSE,"/3tmpWdxKgc2BvOkqBaGCWloNqh5.jpg","Horror, Mystery, Thriller",NA,NA
"116",11249,"Seed of Chucky","Seed of Chucky","en","This time around, Chucky and his homicidal honey, Tiffany, are brought back to life by their orphan offspring, Glen. Then the horror goes Hollywood as Chucky unleashes his own brand of murderous mayhem!","Time to raise some hell.",2004-11-11,"/vd9K93gQ9whMKjXzADZanxWpIXM.jpg",102.731,1252,5.4,1.2e+07,24829644,87,"Released",FALSE,"/joTtQICm7vrGrVitC1bobgBmxUh.jpg","Comedy, Horror",10455,"Child's Play Collection"
"117",40012,"Raising Jeffrey Dahmer","Raising Jeffrey Dahmer","en","Based on the true story of the mass murderer Jeffrey Dahmer, the events within the family behind, and leading up to, his capture","Would you still love your son even if he grew up to be Jeffrey Dahmer?",2006-04-13,"/jX6b1GmRk4daeFH2Lu6UIu8aW4I.jpg",102.665,4,6.8,0,0,100,"Released",FALSE,NA,"Drama, Horror",NA,NA
"118",9552,"The Exorcist","The Exorcist","en","12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.","Something almost beyond comprehension is happening to a girl on this street, in this house… and a man has been sent for as a last resort. This man is The Exorcist.",1973-12-26,"/4ucLGcXVVSVnsfkGtbLY4XAius8.jpg",101.991,6535,7.7,1.1e+07,441306145,122,"Released",FALSE,"/xcjJ5khg2yzOa282mza39Lbrm7j.jpg","Horror",12263,"The Exorcist Collection"
"119",723072,"Host","Host","en","Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realize they might not survive the night.","Someone new has joined the meeting.",2020-12-04,"/h7dZpJDORYs5c56dydbrLFkEXpE.jpg",101.167,599,6.5,0,26745,57,"Released",FALSE,"/buop8brXQ8gGiOPrVTxZZUqE8Oa.jpg","Horror, Mystery, Thriller",NA,NA
"12",801071,"The Jack in the Box: Awakening","The Jack in the Box: Awakening","en","When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.","Once you open the box... you can't escape it.",2022-02-24,"/3Ib8vlWTrAKRrTWUrTrZPOMW4jp.jpg",527.579,157,6.4,0,0,89,"Released",FALSE,"/xHRabofjmMGoIV3mb6xgy4nwOcS.jpg","Horror",916357,"Jack in the Box Collection"
"120",503736,"Army of the Dead","Army of the Dead","en","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.","Survivors take all.",2021-05-14,"/z8CExJekGrEThbpMXAmCFvvgoJR.jpg",99.777,3233,6.3,0,780000,148,"Released",FALSE,"/c0izdYdnTe4uMRifHgvTA85wPz0.jpg","Action, Crime, Horror, Thriller",809185,"Army of the Dead Collection"
"121",871964,"W lesie dziś nie zaśnie nikt 2","Nobody Sleeps in the Woods Tonight 2","pl","When something horrible happens to the only survivor of a bloody massacre, an insecure rookie cop must overcome his fears to stop further carnage.",NA,2021-10-27,"/6QvepemlDGIiiYsVs0Y1ieFuG7N.jpg",99.361,244,4.7,0,0,97,"Released",FALSE,"/icOUc1llxf2GJr1Z4dBbJYLzuvw.jpg","Comedy, Horror, Thriller",891174,"Nobody Sleeps in the Woods Tonight Collection"
"122",11186,"Child's Play 2","Child's Play 2","en","When Andy’s mother is admitted to a psychiatric hospital, the young boy is placed in foster care, andChucky, determined to claim Andy's soul, is not far behind.","Sorry Jack... Chucky's back!",1990-11-09,"/2tPQbPQeHEYAGoXFSW61IWNmoce.jpg",97.858,1434,6.2,1.3e+07,35763605,84,"Released",FALSE,"/fZIyYBXzBuM0SgbBiL1lkKqS14N.jpg","Horror, Thriller",10455,"Child's Play Collection"
"123",2082,"Halloween","Halloween","en","After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger","Evil has a destiny.",2007-08-31,"/6gqqvlqQnHzOPhi1UvT6OPdunwB.jpg",97.161,1873,6.2,1.5e+07,80460948,109,"Released",FALSE,"/fWhAWcHdIKg08vjQsh9Nx3s8Hrm.jpg","Horror",126209,"Halloween (Rob Zombie Series) Collection"
"124",676845,"Juega Conmigo","Come Play With Me","es","Sofia, an insecure young woman, begins babysitting two troublesome siblings that turn her job into a complete living hell. That is until a devilish presence starts messing with the trio and they must band together to fight the demon away.",NA,2021-02-25,"/iM5kNvZzcMSmWv7CFTxnTu5zfoa.jpg",96.667,155,7,0,1753826,80,"Released",FALSE,"/jST0q4EMty2kYyggxxwvsjpHPOs.jpg","Horror",NA,NA
"125",617708,"La Llorona","La Llorona","es","Accused of the genocide of Mayan people, retired general Enrique is trapped in his mansion by massive protests. Abandoned by his staff, the indignant old man and his family must face the devastating truth of his actions and the growing sense that a wrathful supernatural force is targeting them for his crimes.","The past will haunt you.",2019-07-25,"/8qcQmR9X0lk5quFSdH4AHUqtmrB.jpg",96.391,271,6.4,0,0,97,"Released",FALSE,"/hXjK21t5S6WRR8HnG3apYpZ5lJW.jpg","Drama, Horror, Thriller",NA,NA
"126",630240,"Titane","Titane","fr","A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.",NA,2021-07-14,"/wY7jeCdbhWuYao4WHI51pc51a9b.jpg",96.198,903,6.5,6600000,5115725,108,"Released",FALSE,"/zEddiBK6yZNUGVnmBJzmnYcEWiR.jpg","Drama, Horror, Thriller",NA,NA
"127",839436,"Dragon Fury","Dragon Fury","en","A group of soldiers are taken to the mountains of Wales to investigate a strange looking monster.","They thought they could control it. They were wrong.",2021-06-15,"/6WcJ4cV2Y3gnTYp5zHu968TYmTJ.jpg",96.114,38,6,0,0,88,"Released",FALSE,"/5PQhNs4M3RxIqaNAdBI6mXlXyYh.jpg","Fantasy, Horror, Mystery",988589,"Dragon Fury Collection"
"128",25769,"Carriers","Carriers","en","A deadly virus has spread across the globe. Contagion is everywhere, no one is safe, and no one can be trusted. Four friends race through the back roads of the American West on their way to a secluded utopian beach in the Gulf of Mexico where they could peacefully wait out the pandemic. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal their fates.","The rules are simple. You break them, you die...",2009-09-04,"/jxjnjHtHXgvjdhkwpelE9ZwVMg6.jpg",95.417,1174,6.1,0,5802422,84,"Released",FALSE,"/2351A6j2YJjuKstEyZl9uObpMrm.jpg","Action, Drama, Horror, Science Fiction, Thriller",NA,NA
"129",396535,"부산행","Train to Busan","ko","When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.","Life-or-death survival begins.",2016-07-20,"/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg",94.624,5939,7.8,8500000,87547518,118,"Released",FALSE,"/fVpFOcQyHJM2di9upgSIwWD5wac.jpg","Action, Horror, Science Fiction, Thriller",619537,"Train to Busan Collection"
"13",852830,"Torn Hearts","Torn Hearts","en","A promising up-and-coming country duo seek out the secluded mansion of their idol Harper Dutch, a former country music star and Nashville royalty turned recluse. What starts out as a friendly visit devolves into a twisted series of horrors forcing the friends to confront the lengths they will go to in pursuit of their dreams.",NA,2022-05-20,"/w8dSAuMHUgx0lYSB6wAAURStcGM.jpg",525.876,39,6.1,0,0,97,"Released",FALSE,"/t6Fs0EOFIxzEGHZLHxJ3v7K4JRB.jpg","Horror, Music, Thriller",NA,NA
"130",176,"Saw","Saw","en","Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...","Live or die. Make your choice.",2004-10-01,"/harQifr8kpIVqlLP41kTR058LZB.jpg",93.053,7650,7.4,1200000,103911669,103,"Released",FALSE,"/ok4ot3YbfDYZcINXf91JUfq3maB.jpg","Crime, Horror, Mystery",656,"Saw Collection"
"131",895001,"ปริศนารูหลอน","The Whole Truth","th","When two siblings stumble on a strange hole in the wall of their grandparents' house, horrifying incidents reveal sinister secrets about their family.","A truth you've never known, that makes you doubt what you know.",2021-12-02,"/bPq6x47nEqMZED5PrKelcWWpezM.jpg",92.637,148,6.3,0,0,125,"Released",FALSE,"/5WnfgU7myfqgkbl3CSj7LQeHU0e.jpg","Drama, Horror, Mystery, Thriller",NA,NA
"132",70112,"Dahmer vs. Gacy","Dahmer vs. Gacy","en","A secret government lab run by Dr. Hess (Art LaFleur) has been trying to create the ultimate killer using the DNA of infamous killers Jeffrey Dahmer (Ford Austin) and John Wayne Gacy (Randal Malone), but there’s one big problem: they’ve escaped! Bloody mayhem stretches across the United States as they go on the ultimate killing spree. Trying to stop the maniacal madness is Ringo (Ford Austin), a hick warrior being trained by God (Harland Williams), using only a shotgun and a bottle of whiskey. In his road trip to hell, he must first fight off his own demons, not to mention an army of Japanese ninjas and a Super-serial killer (Ethan Phillips)! It all leads up to the ultimate showdown!","The two most infamous mass murderers battle for top spot",2010-04-24,"/gRqHG3j4HxbgYpB4JhHgqtglmVG.jpg",91.27,5,1.8,0,550000,90,"Released",FALSE,NA,"Comedy, Horror",NA,NA
"133",316727,"The Purge: Election Year","The Purge: Election Year","en","Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.","Keep America great",2016-06-29,"/ubLbY97m8lYJ3Fykh7nfiwB5eth.jpg",91.119,4614,6.4,1e+07,118587880,105,"Released",FALSE,"/a7V3ZXCDAk3P7GjpgfN0IInjh0r.jpg","Action, Horror, Thriller",256322,"The Purge Collection"
"134",480414,"The Curse of La Llorona","The Curse of La Llorona","en","A social worker dealing with the disappearance of two children fears for her own family after beginning the investigation.","She Wants Your Children.",2019-04-17,"/jhZlXSnFUpNiLAek9EkPrtLEWQI.jpg",90.991,1998,5.7,9e+06,122033739,93,"Released",FALSE,"/9p5BuzUNcvCltQAIiDLILEsH0dk.jpg","Horror, Thriller",NA,NA
"135",47044,"The Secret Life: Jeffrey Dahmer","The Secret Life: Jeffrey Dahmer","en","Based on the life of notorious serial killer Jeffrey Dahmer, who murdered 17 men and ate many of them before he was caught in 1991.","The fictionalized story of the murders.",1993-01-01,"/5NZrBKAtpRqVtWuVZvw5HISajld.jpg",90.394,16,5.2,0,0,99,"Released",FALSE,"/sdKYcmYTXh7xsdHsHmyLPCHztm5.jpg","Drama, Horror, Thriller",NA,NA
"136",739990,"Nightbooks","Nightbooks","en","Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.","Write for your life.",2021-09-15,"/ysJte1iqN8pFQ470tumnViB1wHP.jpg",90.055,274,6.4,0,0,103,"Released",FALSE,"/piz0BFUJ4Bro4BFzxxkNpsGCmOd.jpg","Family, Fantasy, Horror",NA,NA
"137",9902,"Wrong Turn","Wrong Turn","en","Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.","It's the last one you'll ever take.",2003-05-30,"/12G5V0dTmljnv7RFMT144dJ2chh.jpg",90.04,2127,6.3,12600000,28650575,84,"Released",FALSE,"/qjdInV140rRUqcuEIBUmjylHaZ9.jpg","Horror, Thriller",52985,"Wrong Turn Collection"
"138",861057,"Swim","Swim","en","A family gets trapped in their storm flooded vacation rental, tries to escape from a hungry shark that made it's way into the house.",NA,2021-08-13,"/pBSqH6avxduNAnXhyIkcAfcUMJ0.jpg",89.783,37,6.5,0,0,87,"Released",FALSE,"/leDpP52W54kQvIxBd93G8lgTLCx.jpg","Action, Horror",NA,NA
"139",11187,"Child's Play 3","Child's Play 3","en","Eight years have passed since the events of the second film. Chucky has been resurrected once again and seeks revenge on Andy, his former owner, who is now a teenager enrolled in military school.","There comes a time to put away childhood things. But some things won't stay put!",1991-08-30,"/rHUOQShfzQTdE625cqwZoIOTvik.jpg",89.455,1234,5.9,1.3e+07,20560255,90,"Released",FALSE,"/k0XTbNtE3fSiId7IcMXXRGDJRYp.jpg","Horror, Thriller",10455,"Child's Play Collection"
"14",758724,"The Cellar","The Cellar","en","When Keira Woods' daughter mysteriously vanishes in the cellar of their new house in the country, she soon discovers there is an ancient and powerful entity controlling their home that she will have to face or risk losing her family's souls forever.","An ancient evil has awoken.",2022-03-25,"/rtfGeS5WMXA6PtikIYUmYTSbVdg.jpg",513.757,257,6.6,0,0,94,"Released",FALSE,"/qViFGWCHaSmW4gP00RGh3xjMjsP.jpg","Horror, Mystery",NA,NA
"140",338947,"Hellraiser","Hellraiser","en","A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension.","Unlock your fears.",2022-09-28,"/u4ikorO4E3PouLRRwGaRuhFvsl3.jpg",89.225,22,5.8,1.4e+07,0,121,"Released",FALSE,"/3r3tZgKTw1554hcFoUfydLHE38w.jpg","Horror, Mystery",8917,"Hellraiser Collection"
"141",514847,"The Hunt","The Hunt","en","Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.","The Ultimate Human Hunting Experience",2020-03-11,"/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg",88.978,2477,6.7,1.4e+07,42415898,90,"Released",FALSE,"/9R2FuGT0BeZl8usfsfqIcO7KK7v.jpg","Action, Horror, Thriller",NA,NA
"142",521029,"Annabelle Comes Home","Annabelle Comes Home","en","Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.","Possess them all",2019-06-26,"/qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg",88.826,2870,6.4,3e+07,231252591,106,"Released",FALSE,"/dBt0DoFfbhOI4ypUfRj1uTq623M.jpg","Horror, Mystery, Thriller",402074,"Annabelle Collection"
"143",619778,"Malignant","Malignant","en","Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.","A new vision of terror.",2021-09-01,"/dGv2BWjzwAz6LB8a8JeRIZL8hSz.jpg",88.071,1647,6.9,4e+07,24640084,111,"Released",FALSE,"/eG58uvQKZFAFxAFYC01HWMibRfa.jpg","Horror, Mystery, Thriller",NA,NA
"144",776797,"哭悲","The Sadness","zh","A young couple is pushed to the limits of sanity as they attempt to be reunited amid the chaos of a pandemic outbreak. The streets erupt into violence and depravity, as those infected are driven to enact the most cruel and ghastly things imaginable.","It feels...wonderful...",2021-01-22,"/d8Ip6MmPxeMAtNJtusbPaGCEsvh.jpg",87.317,366,6.7,0,0,99,"Released",FALSE,"/klioTuA8JepFgV0EC7IxqV6VbrM.jpg","Horror, Thriller",NA,NA
"145",676547,"Prey for the Devil","Prey for the Devil","en","In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.","It wants in.",2022-10-26,"/jXwYESgxqkXlYvoTyUTO2hqKK7T.jpg",86.758,0,0,0,0,93,"Post Production",FALSE,"/7IwLNl9MJbj47pObu8xMDUbIesv.jpg","Horror, Thriller",NA,NA
"146",675024,"El Exorcismo de Carmen Farías","The Exorcism of Carmen Farias","es","Carmen, a brave journalist, discovers soon after her mother's death that she has inherited her grandma's house. She decides to move there without knowing it hides dark secrets.",NA,2021-05-05,"/uoTPjx07dxTrC1g3dYeaS2WNVGL.jpg",86.707,93,6.1,0,1474579,93,"Released",FALSE,"/zm2kMjiz0u6qdn2XKbEbQkDiltN.jpg","Horror",NA,NA
"147",9373,"The Texas Chainsaw Massacre","The Texas Chainsaw Massacre","en","After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.","Based on a true story...",2003-05-21,"/w0yIF8UPMNBDLwztmqgUoc4isLH.jpg",86.118,2163,6.2,9500000,107363905,98,"Released",FALSE,"/joj4ONoHmLGDoNGYph8ZPISphZ.jpg","Horror",425175,"Texas Chainsaw (Reboot) Collection"
"148",381288,"Split","Split","en","Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.","Kevin has 23 distinct personalities. The 24th is about to be unleashed.",2016-11-15,"/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg",85.707,15360,7.3,9e+06,278454358,117,"Released",FALSE,"/9pkZesKMnblFfKxEhQx45YQ2kIe.jpg","Horror, Thriller",NA,NA
"149",301804,"Before I Wake","Before I Wake","en","An orphaned child's dreams—and nightmares—manifest physically as he sleeps.","Fear your dreams.",2016-04-07,"/sI9neTbF3ECdpf2MpC88EMGJH13.jpg",84.773,1560,6.4,0,3295624,97,"Released",FALSE,"/cxLyFqVcXbuf6P5dl14LBPQrRFr.jpg","Drama, Fantasy, Horror, Thriller",NA,NA
"15",816952,"My Best Friend's Exorcism","My Best Friend's Exorcism","en","The year is 1988. Abby and Gretchen have been best friends since fourth grade. After an evening of skinny-dipping goes disastrously wrong, Gretchen begins to act…different, which leads Abby to suspect her best friend may be possessed by a demon. With help from some unlikely allies, Abby embarks on a quest to save Gretchen. But is their friendship powerful enough to beat the devil?","True friendship is worth going to hell and back.",2022-09-29,"/yIXICkqthsqbNtvtEd6rpIt3cT4.jpg",501.921,43,6.1,0,0,96,"Released",FALSE,"/gX6VtQ7X6GRvcJQJhFZO9ZJ00q7.jpg","Comedy, Horror",NA,NA
"150",493922,"Hereditary","Hereditary","en","When Ellen, the matriarch of the Graham family, passes away, her daughter's family begins to unravel cryptic and increasingly terrifying secrets about their ancestry.","Every family tree hides a secret.",2018-06-07,"/lHV8HHlhwNup2VbpiACtlKzaGIQ.jpg",84.709,6057,7.3,1e+07,80239658,128,"Released",FALSE,"/4DUoPZOHdPuROP4nyEIsPaMIiQl.jpg","Horror, Mystery, Thriller",NA,NA
"151",9532,"Final Destination","Final Destination","en","After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.","No accidents. No coincidences. No escapes.",2000-03-17,"/1mXhlQMnlfvJ2frxTjZSQNnA9Vp.jpg",83.626,4585,6.6,2.3e+07,112880294,98,"Released",FALSE,"/7isarjYDEKZ5t1CgcvbuqEUby8P.jpg","Horror",8864,"Final Destination Collection"
